_id,OBJECTID,PROJ_NUM,LAST_UPDATED_DATE,PROJECT,LOCATION,DETAILS,DURATION/ Construction Timeline,STATUS,INV_PRIORITY,OWNER,CONTACT_NAME,CONTACT_EMAIL,INV_WEB_SITE,INV_DISPLAY_PROGRAM,INV_DISPLAY_SYMBOL,START_YEAR,CONTR_NUMBER,geometry
70,17361,None,2025-04-03,Sidewalk Construction,DEL RIA DR&lt;br&gt; From: CULFORD RD&lt;br&gt; To: GRACEFIELD AVE ,Installation of new sidewalks where none existed before.,Q2 2027 - Q4 2027,Active,None,Transportation Services,"Christy Manoharan, Engineering and Construction Services",cmanoha@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/walking-in-toronto/,TS_Sidewalk,12,2027,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.4890942292219,43.7091179979801],[-79.4863218600817,43.7097080804153],[-79.4840041203335,43.7102389236369],[-79.4839192016712,43.7102564758934],[-79.4838547793656,43.710285488696]]}"
71,17567,None,2025-04-07,Sidewalk Construction,VANDERHOOF AVE&lt;br&gt; From: LESLIE ST&lt;br&gt; To: GLASSWORKS DR ,Installation of new sidewalks where none existed before.,Q1 2026 - Q4 2026,Active,None,Transportation Services,"Nicholas Mah, Engineering and Construction Services",nmah@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/walking-in-toronto/,TS_Sidewalk,12,2025,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.3536158644629,43.7140678638025],[-79.3532582778278,43.7141414226535],[-79.3532016113333,43.7141638548401],[-79.3528710292636,43.7142309644497],[-79.3525994957539,43.7142666241542],[-79.3523431504054,43.7142663049998],[-79.3520884474027,43.7142344847896],[-79.3518454168724,43.7141846757234],[-79.3515973940923,43.7141168589406],[-79.3513924529917,43.7140355930485],[-79.3511517656685,43.7138979917686],[-79.3509906227379,43.7135985367344]]}"
72,17671,None,2025-07-11,Sidewalk Construction,QUEEN ELIZABETH BLVD&lt;br&gt; From: 10 QUEEN ELIZABETH STREET&lt;br&gt; To: TAYMALL AVENUE ,Installation of new sidewalks where none existed before.,Q3 2026 - Q3 2027,Active,None,Transportation Services,"Nicholas Mah, Engineering and Construction Services",nmah@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/walking-in-toronto/,TS_Sidewalk,12,2026,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.5059383076482,43.6222961012901],[-79.5024931686164,43.6230238542183],[-79.5023476768618,43.6230885242889]]}"
73,17702,None,2025-04-16,Sidewalk Construction,SAGE AVE&lt;br&gt; From: JOYCE PKWY&lt;br&gt; To: LAWRENCE AVE W ,Installation of new sidewalks where none existed before.,2026 - 2027,Active,None,Transportation Services,"Matthew McAinsh, Engineering and Construction Services",mmcains@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/walking-in-toronto/,TS_Sidewalk,12,2026,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.4625947569956,43.7098046450034],[-79.4626708303089,43.7099966173932],[-79.4627513610377,43.710217183702],[-79.4628083597862,43.7104061136418],[-79.4628243938074,43.7104615792597],[-79.4628527450786,43.7105811612964],[-79.462881029543,43.7107146736609],[-79.4629214656577,43.7109055433216],[-79.4629607055443,43.7110907759817],[-79.4629885186421,43.7112187262733],[-79.4630125597394,43.7113281093258],[-79.4630771189555,43.7116218432634],[-79.4631256424246,43.7118426059313],[-79.4631579026254,43.7119864754342],[-79.4631723631813,43.7120572939364],[-79.4631856247728,43.7121021875103],[-79.4632332271306,43.7122435955796]]}"
74,18327, ,2026-03-26,Sidewalk Construction,FALSTAFF AVE&lt;br&gt; From: CULFORD RD&lt;br&gt; To: SPRINGVIEW AVE ,Installation of new sidewalks where none existed before.,Q3 2026 - Q1 2027,Active,None,Transportation Services,"Javier Saborio, Engineering and Construction Services",jsabori@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/walking-in-toronto/,TS_Sidewalk,12,2026,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.5022724651597,43.7165328743477],[-79.4998687301656,43.7170656443174],[-79.4986784750708,43.7173091297212],[-79.4972266192648,43.7176314467667],[-79.4946051889059,43.7182002899978],[-79.4943499012687,43.7182340305664],[-79.4942302861398,43.7182594288304],[-79.4941278386159,43.71828272876],[-79.4940066992528,43.7183084138515],[-79.4939046628006,43.7183150063749],[-79.4938078241063,43.7183312952397],[-79.4937212368097,43.718344397242],[-79.4936060920754,43.7183641855164],[-79.493506300856,43.7183679883212],[-79.4934013211204,43.7183799008692],[-79.4932650447277,43.7183776795125],[-79.4931394540719,43.7183733973481],[-79.4930891574893,43.7183652931898],[-79.4930272563753,43.7183523096225],[-79.492967825453,43.7183459600977],[-79.4929027986561,43.7183288356937],[-79.4928225189824,43.7183146627073],[-79.4927508904161,43.7182928562499],[-79.4926521198474,43.718272749243],[-79.4925816935591,43.7182543011247],[-79.4924846594437,43.7182433222573],[-79.49237889024,43.7182174357487],[-79.4922847845431,43.7182011632693],[-79.4921530892764,43.7181802623936],[-79.4920562550247,43.7181609741184],[-79.49198644693,43.7181530661445],[-79.4919042317814,43.718138045359],[-79.4917856528209,43.7181217446288]]}"
75,19388,None,2024-01-23,Sidewalk Construction,WALES AVE&lt;br&gt; From: [50M W] AUGUSTA AVE&lt;br&gt; To: DENISON AVE ,Installation of new sidewalks where none existed before.,Q2 2027 - Q4 2028,Active,None,Transportation Services,"Steven Bertolo, Engineering and Construction Services",sbertol@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/walking-in-toronto/,TS_Sidewalk,12,2027,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.4021891088231,43.6532163546483],[-79.4022829238846,43.6531966228955],[-79.4026878065616,43.6531114634911],[-79.4028213046606,43.6530977428707]]}"
76,20054, ,2024-06-26,Sidewalk Construction,PARLETTE AVE&lt;br&gt; From: RAVINE PARK CRES&lt;br&gt; To: PARLETTE AVE [END] ,Installation of new sidewalks where none existed before.,Q3 2025 - Q4 2025,Active,None,Transportation Services,"Christy Manoharan, Engineering and Construction Services",cmanoha@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/walking-in-toronto/,TS_Sidewalk,12,2025,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.1391477437205,43.7881904168755],[-79.1390979174309,43.7880699629703],[-79.1389054552179,43.787604686713],[-79.138557019888,43.7867623642553],[-79.1384580358557,43.7865230781665],[-79.1383379959646,43.7861880819569],[-79.1383393103558,43.7861881032183]]}"
77,20459,None,2025-04-16,Sidewalk Construction,CHAPLIN CRESCENT &lt;br&gt; From: ST CLEMENTS AVE&lt;br&gt; To: BRIAR HILL AVE ,Installation of new sidewalks where none existed before.,Q1 2028 - Q4 2032,Active,None,Transportation Services,"Anthony Shang, Engineering and Construction Services",ashang@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/walking-in-toronto/,TS_Sidewalk,12,2025,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.4255037255198,43.7073787886689],[-79.4255489886246,43.7074418306553],[-79.425594841861,43.7075083664003],[-79.4256398078597,43.7075710030988],[-79.425681842326,43.7076362761452],[-79.425718254228,43.7077018965714],[-79.4257500855986,43.7077700793718],[-79.4257802649635,43.7078386850498],[-79.4258106811446,43.7079064897597],[-79.4258414315776,43.707974978774],[-79.4258651330551,43.7080453174693],[-79.4259110517876,43.7081802240667]]}"
78,20470,None,2025-06-10,Sidewalk Construction,ALBRIGHT AVE&lt;br&gt; From: FOCH AVE&lt;br&gt; To: SUNSET AVE ,Installation of new sidewalks where none existed before.,Q4 2026 - Q1 2031,Active,None,Transportation Services,"Shailaja Patel, Engineering and Construction Services",spatelz@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/walking-in-toronto/,TS_Sidewalk,12,2026,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.5496921738215,43.5970175071547],[-79.5495768998948,43.5970537061061],[-79.5494843735706,43.5970827623519],[-79.5481067030705,43.5973842902768],[-79.5469216237026,43.5976659312271]]}"
79,20513,None,2025-06-06,Sidewalk Construction,GALLOWAY RD&lt;br&gt; From: GUILDWOOD PKWY&lt;br&gt; To: DEARHAM WOOD ,Installation of new sidewalks where none existed before.,2025,Active,None,Transportation Services, Cycling Infrastructure Program,cycling@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/walking-in-toronto/,TS_Sidewalk,12,2025,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.1907465532209,43.7527861921227],[-79.1901616984556,43.7514309113435],[-79.1897957526477,43.7505828530763],[-79.1894018648505,43.7496700178734],[-79.1893985764694,43.7496624029247]]}"
80,20561,None,2025-10-14,Sidewalk Construction,HIGHLAND AVE&lt;br&gt; From: [110 m E] ROXBOROUGH DR&lt;br&gt; To: [143 m E] ROXBOROUGH DR ,Installation of new sidewalks where none existed before.,Q3 2025 - Q4 2026,Active,None,Transportation Services,"Jessica Orjuela, Engineering and Construction Services",jorjuel@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/walking-in-toronto/,TS_Sidewalk,12,2025,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.3785873529598,43.6816996171484],[-79.378674570638,43.6816997097522],[-79.378775398438,43.681709502134],[-79.3788402478064,43.6817315430874],[-79.3788968526733,43.6817759165231],[-79.3789086516673,43.6817894786957]]}"
81,20567,TS2023-24_25-325; 14-04-44-02,2025-09-18,Sidewalk Construction,ELLESMERE RD&lt;br&gt; From: [30 m E] SCARBORO AVE&lt;br&gt; To: [60 m W] MEADOWVALE RD ,Installation of new sidewalks where none existed before.,Q2 2027 - Q4 2028,Active,None,Transportation Services,"Shams Khan, Engineering and Construction Services",skhan5@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/walking-in-toronto/,TS_Sidewalk,12,2027,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.1695565562609,43.7910471473124],[-79.1691474547248,43.7911416269003],[-79.1686448900106,43.7912678403145],[-79.1683176089504,43.7913406498598],[-79.1678676737115,43.7914535783854],[-79.1675881102027,43.7915239330715],[-79.1673359464246,43.7915870300057],[-79.1671327083219,43.7916380372497],[-79.1669118642014,43.791693461884],[-79.1667276247241,43.7917396982679],[-79.1644671775113,43.7922738030653]]}"
82,20744, ,2023-10-11,Sidewalk Construction,TINDER CRES&lt;br&gt; From: SLOANE AVE&lt;br&gt; To: SLOANE AVE ,Installation of new sidewalks where none existed before.,Q4 2026 - Q4 2027,Active,None,Transportation Services,"Ehsan Movahedi, Engineering and Construction Services",emovahe@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/walking-in-toronto/,TS_Sidewalk,12,2026,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.3106938923355,43.7278960129743],[-79.3106331520698,43.7278419049413],[-79.3106157272894,43.7278328748354],[-79.3105607530939,43.7277967787902],[-79.3105061607299,43.7277651848698],[-79.3104403523978,43.7277245701862],[-79.3103543461301,43.727688422573],[-79.3102691089802,43.72765677769],[-79.310172186449,43.7276386151927],[-79.3100718027252,43.7276159462436],[-79.3099749075372,43.7275887814872],[-79.3098466245724,43.7275570647177],[-79.3097063017062,43.7275253367615],[-79.309598915954,43.7275071473565],[-79.3094876867203,43.7274754576899],[-79.3093791486054,43.7274527745402],[-79.3092659261377,43.7274390838079],[-79.3091918796064,43.7274254592679],[-79.3091469680612,43.7273983805751],[-79.3091261272216,43.7273668405441],[-79.3091246347227,43.7273443349585],[-79.3091375859253,43.7272993494983],[-79.3091758167338,43.727231903149],[-79.309208954006,43.7271779591418],[-79.3092207116567,43.7271374722975],[-79.3092585289538,43.7270790174649],[-79.3093084326184,43.7269980886902],[-79.3093645708246,43.7269081681527],[-79.3094156552234,43.7268227406789],[-79.3094589266336,43.7267508011144],[-79.309501743086,43.7267013647703],[-79.3095697382841,43.7266654722186],[-79.3096725664819,43.7266521416291],[-79.3097908795694,43.7266523385741],[-79.3099269306167,43.7266840683287],[-79.3100807488654,43.7267338308206],[-79.3101923729643,43.7267655295709],[-79.3103202425097,43.7268062384076],[-79.3104570495512,43.7268424703042],[-79.3105822548496,43.7268696806732],[-79.3107244574883,43.7269194230478],[-79.3108522834598,43.7269781426933],[-79.310965735764,43.7270413381436],[-79.3110705933076,43.7271225217503],[-79.3111727298425,43.7272082103846],[-79.3112454863612,43.7272623280793],[-79.3113147109902,43.7273344603743],[-79.3113668722426,43.7273975551296],[-79.3114205980596,43.7274561419217]]}"
83,20745,None,2023-06-13,Sidewalk Construction,ROSEMARIE DR&lt;br&gt; From: TOWER DR&lt;br&gt; To: MANHATTAN DR ,Installation of new sidewalks where none existed before.,Q2 2026 - Q4 2026,Active,None,Transportation Services,"Marfique Ahmed, Engineering and Construction Services",mahmed2@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/walking-in-toronto/,TS_Sidewalk,12,2026,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.3003778775593,43.7492120938682],[-79.3003168661633,43.7492186931915],[-79.2998864471425,43.749265248945],[-79.2993834463411,43.7493003809959],[-79.2988836218805,43.7493175122169]]}"
84,20926,None,2023-07-06,Sidewalk Construction,CANADIAN RD&lt;br&gt; From: BIRCHMOUNT RD&lt;br&gt; To: [100M W] PRINCIPAL RD ,Installation of new sidewalks where none existed before.,2027 - Q4 2027,Active,None,Transportation Services,"Marfique Ahmed, Engineering and Construction Services",mahmed2@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/walking-in-toronto/,TS_Sidewalk,12,2027,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.2906804735867,43.7613299200511],[-79.2909441933756,43.7612569827649],[-79.2927053402718,43.7608370997127],[-79.2938387394268,43.7605691042606],[-79.2951368430871,43.7602564076648]]}"
85,20951,None,2023-11-29,Sidewalk Construction,OLD DUNDAS ST (ETBK)&lt;br&gt; From: HUMBER RIVER &lt;br&gt; To: DUNDAS ST W ,Installation of new sidewalks where none existed before.,2027,Active,None,Transportation Services,"Angela Au, Engineering and Construction Services",aau2@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/walking-in-toronto/,TS_Sidewalk,12,2027,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.5046927672567,43.661698401766],[-79.5048588474082,43.661724838074],[-79.5051161808464,43.6617488469312],[-79.5054960117902,43.661758695673],[-79.506761969199,43.6617444218778],[-79.5068847317047,43.661754176507],[-79.5069488839807,43.6617578064676],[-79.5070213966568,43.6617811677237],[-79.5070620552244,43.6618032536154],[-79.5071121155865,43.6618435945321],[-79.5071933641746,43.6619248355713]]}"
86,20974,None,2024-03-12,Sidewalk Construction,PRINCIPAL RD &lt;br&gt; From: CANADIAN RD &lt;br&gt; To: ELLESMERE RD ,Installation of new sidewalks where none existed before.,2027 - Q4 2027,Active,None,Transportation Services,"Marfique Ahmed, Engineering and Construction Services",mahmed2@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/walking-in-toronto/,TS_Sidewalk,12,2027,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.2947019772179,43.7625869968378],[-79.2942756171099,43.7615810880156],[-79.2938387394268,43.7605691042606]]}"
87,21447,None,2025-08-22,Sidewalk Construction,ST CLAIR AVE E&lt;br&gt; From: WOODBINE HEIGHTS BLVD&lt;br&gt; To: DENVALE RD ,Installation of new sidewalks where none existed before.,Q3 2027 - Q2 2028,Active,None,Transportation Services,"Dennis Coronel, Engineering and Construction Services",dcorone@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/walking-in-toronto/,TS_Sidewalk,12,2027,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.3205369126003,43.7040536114289],[-79.3204969861463,43.7040490480992],[-79.3204368974403,43.7040444539847],[-79.320307336232,43.7040622520322],[-79.3200640651752,43.7041203740258],[-79.3193594647278,43.7042812793329],[-79.3184655169536,43.7044779073349]]}"
88,21549,None,2025-08-25,Sidewalk Construction,HUNTINGWOOD DR&lt;br&gt; From: COMMANDER BLVD&lt;br&gt; To: MCCOWAN RD ,Installation of new sidewalks where none existed before.,Q2 2027 - Q4 2027,Active,None,Transportation Services,"Marfique Ahmed, Engineering and Construction Services",mahmed2@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/walking-in-toronto/,TS_Sidewalk,12,2027,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.2696266297954,43.7981120637167],[-79.268426017604,43.7978576508721],[-79.2682823887363,43.7978393620138],[-79.268171359409,43.79783014023],[-79.2679383128873,43.7978386765035],[-79.2677494985221,43.7978563024197],[-79.2659824730807,43.7980604448369],[-79.2656817758105,43.7980951797601],[-79.2653577489743,43.7981305284806],[-79.2648013945181,43.7981924044844],[-79.2646280585958,43.7982280548422],[-79.2644837018442,43.7982575223777],[-79.2642751348395,43.7983013716274],[-79.2637335878187,43.798419506592],[-79.2632421594592,43.7985267083442],[-79.2631806356445,43.7985401284696],[-79.2625727371834,43.798673895792]]}"
89,21553,None,2024-03-08,Sidewalk Construction,MILDENHALL RD&lt;br&gt; From: LAWRENCE AVE E&lt;br&gt; To: BLYTHWOOD RD ,Installation of new sidewalks where none existed before.,Q4 2027 - Q1 2030,Active,None,Transportation Services,"Harry Persaud, Engineering and Construction Services",hpersau3@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/walking-in-toronto/,TS_Sidewalk,12,2027,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.3865424099046,43.72839676001],[-79.386156918345,43.7274497588323],[-79.3857736626135,43.7264958670832],[-79.3853886041248,43.7255219245174],[-79.3849823905845,43.7245527091598],[-79.3846013974838,43.7235922398659],[-79.3842067678901,43.7226071675237],[-79.3838624792093,43.721721433073],[-79.3835472674394,43.7208965323133],[-79.3832254686457,43.7201223674845]]}"
90,21721,None,2025-12-30,Sidewalk Construction,GERRARD ST E / CLONMORE DR&lt;br&gt; From: [33 m S] CLONMORE DR&lt;br&gt; To: [17 m N] CLONMORE DR ,Installation of new sidewalks where none existed before.,Q1 2029 - Q2 2032,Active,None,Transportation Services,"Sarmad Al-Douri, Engineering and Construction Services",saldour@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/walking-in-toronto/,TS_Sidewalk,12,2027,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.2784543795365,43.68866471369],[-79.2782247733673,43.6887149349539],[-79.2781532794758,43.6887363858347],[-79.2780668158708,43.6887837349446],[-79.2780101177415,43.6888257392193],[-79.2779816988467,43.688868859648],[-79.2779557685261,43.6889206477518]]}"
91,21818,None,2025-04-16,Sidewalk Construction,BRIDGMAN AVE&lt;br&gt; From: KENDAL AVE&lt;br&gt; To: DARTNELL AVE ,Installation of new sidewalks where none existed before.,Q3 2026 - Q2 2027,Active,None,Transportation Services,"Lucas Da Costa, Engineering and Construction Services",ldacost@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/walking-in-toronto/,TS_Sidewalk,12,2026,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.409860052348,43.6755042243283],[-79.4099853298663,43.6754691755888],[-79.4101707782617,43.675442985405],[-79.4105916121409,43.6753574220273],[-79.4106302613435,43.6753436631261],[-79.410668123768,43.6753168606823],[-79.4107051142233,43.6752842696951],[-79.4107367471296,43.6752433041833],[-79.4108048882861,43.6751686491046],[-79.4108521967015,43.6751444643525],[-79.4109209229413,43.6751201252478],[-79.411005042332,43.675100620995],[-79.4115365763733,43.6750145911824]]}"
92,21868,None,2023-09-12,Sidewalk Construction,"BRISBANE RD&lt;br&gt; From: ALNESS ST
&lt;br&gt; To: MARTIN ROSS AVE ",Installation of new sidewalks where none existed before.,Q1 2027 - Q3 2027,Active,None,Transportation Services,"Matthew McAinsh, Engineering and Construction Services",mmcains@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/walking-in-toronto/,TS_Sidewalk,12,2027,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.4725063156056,43.772211499733],[-79.472002823447,43.7723237769012],[-79.4707116263077,43.7726116959331],[-79.4706567521543,43.7726264167703],[-79.4706058273619,43.7726426417919],[-79.4705522664756,43.7726642659123],[-79.4705090740953,43.7726907812176],[-79.4704788887898,43.7727167777991],[-79.4704634928792,43.7727502851692],[-79.4704540322195,43.7727860524646],[-79.4704625764089,43.7728406197515],[-79.4704771570435,43.7728938384216],[-79.4704868234473,43.7729625729331],[-79.4708942780739,43.7746282766053]]}"
93,21901, ,2026-04-15,Sidewalk Construction,ZAPH AVE&lt;br&gt; From: ELLESMERE RD&lt;br&gt; To: ZAPH AVE [END] ,Installation of new sidewalks where none existed before.,Q2 2026 - Q4 2026,Active,None,Transportation Services,"Niloufar Mohajerani, Engineering and Construction Services",nmohaje@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/walking-in-toronto/,TS_Sidewalk,12,2026,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.1667276247241,43.7917396982679],[-79.1673313434061,43.7930808270754],[-79.1678281423517,43.7941287117041],[-79.1683264158111,43.7952195732394],[-79.1687670413371,43.7961779281127],[-79.1692238860574,43.7971715413646],[-79.1698651130894,43.7985584204752],[-79.1700845750805,43.7990340595086]]}"
94,22046,TS2023-06-428,2025-04-07,Sidewalk Construction,ALNESS ST&lt;br&gt; From: Steeles Ave W&lt;br&gt; To: Finch Ave W ,Installation of new sidewalks where none existed before.,Q3 2024 - Q4 2025 (Carry-Over),Active,None,Transportation Services,"Tazeen Fatema, Engineering and Construction Services",tfatema@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/walking-in-toronto/,TS_Sidewalk,12,2024,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.4714806699227,43.7678264534327],[-79.471479508213,43.7680285115287],[-79.47147810856,43.768156230654],[-79.4715181505184,43.7683611847901],[-79.4715630939527,43.7685506130984],[-79.4715923297089,43.7686726618907],[-79.4716362386559,43.7688442945819],[-79.471680143365,43.7690543991664],[-79.4717337655238,43.769256306061],[-79.47178436477,43.7694396598594],[-79.4718406956097,43.7696517836898],[-79.4719053875011,43.7699064859854],[-79.4719650171921,43.7701262804466],[-79.4720070357876,43.7703127644212],[-79.4720488044238,43.7704524224191],[-79.4721079951973,43.7707636703752],[-79.4721100978647,43.7707829702988],[-79.4721304801587,43.7709701492159],[-79.472143919218,43.7711059630528],[-79.4721478137057,43.7711453360212],[-79.4721573161136,43.7712256926835],[-79.4721617704076,43.7712632916564],[-79.4721628962793,43.7712729591873],[-79.4721761437856,43.7713399770244],[-79.4722051917032,43.7714870110017],[-79.4725063156056,43.772211499733],[-79.47338553753,43.7742785882234],[-79.474451436088,43.7768073932699],[-79.4756226466651,43.7795733938576],[-79.4758838309774,43.7801854469004],[-79.4759158455427,43.7802792294943],[-79.4759411639984,43.7803420547934],[-79.4759786522563,43.780417783101],[-79.476013411542,43.7804833026121],[-79.476047786422,43.7805440964247],[-79.4760747294256,43.7805837179533],[-79.4761247538861,43.7806578466277],[-79.4761587593952,43.7807139156214],[-79.476208130818,43.7807749474407],[-79.4762509115497,43.7808206390004],[-79.4763178108041,43.7808801451157],[-79.4763541949238,43.7809224688784],[-79.4763999813818,43.7809674859163],[-79.476437012814,43.7810036439946],[-79.4764815100603,43.7810417478466],[-79.476529945031,43.7810813565827],[-79.4765754616857,43.7811180204222],[-79.4766215508604,43.7811521649373],[-79.4766676276713,43.7811862905287],[-79.4767270071157,43.7812282606165],[-79.4767683797612,43.7812514218028],[-79.4768322819117,43.7812923747242],[-79.4768731953825,43.781314465542],[-79.4769204161409,43.7813435146109],[-79.4769869543644,43.781379068185],[-79.4770538871723,43.7814193465051],[-79.4771141170384,43.7814479048414],[-79.4771827425081,43.7814805864505],[-79.4772712555179,43.7815172162805],[-79.4773550530407,43.7815428817021],[-79.477449497897,43.7816010253265],[-79.4775331988437,43.7816495535286],[-79.4781654120092,43.781939209859],[-79.4793379439362,43.7825547412492],[-79.4797140934472,43.7827179437128],[-79.4799192001647,43.7828257651275],[-79.4800532342909,43.7829182979359],[-79.4801728468191,43.7830080467288],[-79.4802704932926,43.7830967105671],[-79.4803705631981,43.7832257016949],[-79.4804219023378,43.783325968923],[-79.4804871695737,43.7834663746369],[-79.4805465103421,43.7836045002101],[-79.4806570920394,43.7838465185092],[-79.4807877271259,43.784123682353],[-79.4809261004247,43.7844111545419],[-79.4810577902909,43.7847002096434]]}"
95,22058,None,2025-02-11,Sidewalk Construction,TABER RD&lt;br&gt; From: KIPLING AVE&lt;br&gt; To: BRYDON DR ,Installation of new sidewalks where none existed before.,Q3 2026 - Q4 2026,Active,None,Transportation Services,"Christy Manoharan, Engineering and Construction Services",cmanoha@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/walking-in-toronto/,TS_Sidewalk,12,2026,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.5703983071309,43.7194064230807],[-79.5729206559612,43.7187594087649]]}"
96,22126, ,2026-04-15,Sidewalk Construction,AMIENS RD&lt;br&gt; From: TEFFT RD &lt;br&gt; To: FAIRWOOD CRES ,Installation of new sidewalks where none existed before.,Q2 2026 - Q4 2026,Active,None,Transportation Services,"Niloufar Mohajerani, Engineering and Construction Services",nmohaje@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/walking-in-toronto/,TS_Sidewalk,12,2026,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.1863638005539,43.7735699522827],[-79.1868036619154,43.7738546671156],[-79.1868450449427,43.7738898382272],[-79.1868816769281,43.773933277375],[-79.1869232842013,43.7739923921575],[-79.1869513356938,43.7740545391914],[-79.186996599507,43.7741416476665],[-79.187177228674,43.7745825554159],[-79.18736667914,43.7750286896456],[-79.1881164928947,43.7767670532607]]}"
97,22156,TS2024-09-004,2026-05-06,Sidewalk Construction,CALEDONIA PARK RD&lt;br&gt; From: DAVENPORT RD&lt;br&gt; To: [330m N] DAVENPORT RD ,Installation of new sidewalks where none existed before.,Q3 2027 - Q4 2027,Active,None,Transportation Services,"Gabor Szakter, Engineering and Construction Services",gszakte@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/walking-in-toronto/,TS_Sidewalk,12,2027,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.4510759660121,43.6710951718721],[-79.4512299978841,43.6712986839128],[-79.4515409906957,43.6716757215693],[-79.4517724915615,43.6719510530568],[-79.4527258862318,43.6729426458586],[-79.4531927936724,43.6734196795949],[-79.4534541255152,43.6736498673609]]}"
98,22170,None,2025-10-20,Sidewalk Construction,DEWBOURNE AVE&lt;br&gt; From: BATHURST ST&lt;br&gt; To: CHILTERN HILL RD ,Installation of new sidewalks where none existed before.,Q3 2027 - Q4 2028,Active,None,Transportation Services,"Adriana Gomez, Engineering and Construction Services",AGOMEZ4@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/walking-in-toronto/,TS_Sidewalk,12,2026,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.426880109488,43.6983304531931],[-79.4267558840889,43.6983548121504],[-79.4257691171761,43.6985482973164],[-79.4256602963572,43.6985713598985],[-79.4252334974025,43.6987641680891],[-79.4250686336684,43.6988367185031],[-79.4248569761162,43.6989298598689],[-79.4247659211015,43.6990228426484]]}"
