_id,OBJECTID,PROJ_NUM,LAST_UPDATED_DATE,PROJECT,LOCATION,DETAILS,DURATION/ Construction Timeline,STATUS,INV_PRIORITY,OWNER,CONTACT_NAME,CONTACT_EMAIL,INV_WEB_SITE,INV_DISPLAY_PROGRAM,INV_DISPLAY_SYMBOL,START_YEAR,CONTR_NUMBER,geometry
204,17169,TS2023-08-414,2025-10-31,Local Road Rehabilitation,ORIOLE PKWY&lt;br&gt; From: ELWOOD BLVD&lt;br&gt; To: ROSELAWN AVE,"Replacement of partial road pavement structure or entire road pavement structure for either partial lane width, full lane width or full road width. This could include the asphalt and underlying support materials. Repair, improvement or replacement of road drainage, damaged sidewalk, boulevards and curbs. Work may include the closure of individual lanes or the entire road.",Q3 2027 - Q4 2028,Active,,Transportation Services,"Adriana Gomez, Engineering and Construction Services",AGOMEZ4@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2026,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.4072101079657,43.7074777696901],[-79.4072759727031,43.7077883597607],[-79.4073372664033,43.7080404396191],[-79.4074163512529,43.7083195376527],[-79.4074811493918,43.7085536204118],[-79.4075478521891,43.7088147093705],[-79.4076250520092,43.7090443023238],[-79.4076714165776,43.7091568556327]]}"
205,17284,TS2023-08-235,2024-12-19,Local Road Rehabilitation,ORCHARD VIEW BLVD&lt;br&gt; From: [28.70 m E] ORIOLE PKWY [END]&lt;br&gt; To: ORIOLE PKWY,"Replacement of partial road pavement structure or entire road pavement structure for either partial lane width, full lane width or full road width. This could include the asphalt and underlying support materials. Repair, improvement or replacement of road drainage, damaged sidewalk, boulevards and curbs. Work may include the closure of individual lanes or the entire road.",Q3 2027 - Q4 2028,Active,,Transportation Services,"Adriana Gomez, Engineering and Construction Services",AGOMEZ4@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2026,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.4066656579704,43.7071719025079],[-79.40711993841,43.7070861600804]]}"
206,17408,TS2023-10_11-435,2025-09-05,Local Road Reconstruction,AUGUSTA AVE&lt;br&gt; From: OXFORD ST (TO)&lt;br&gt; To: COLLEGE ST (TO),"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q2 2027 - Q4 2028,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Steven Bertolo, Engineering and Construction Services",sbertol@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2027,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.40268459094,43.6560924157566],[-79.4032003064351,43.6573828857872]]}"
207,17437,,2025-10-14,Local Road Rehabilitation,CARLTON ST&lt;br&gt; From: DERMOTT PL&lt;br&gt; To: SACKVILLE ST,"Replacement of partial road pavement structure or entire road pavement structure for either partial lane width, full lane width or full road width. This could include the asphalt and underlying support materials. Repair, improvement or replacement of road drainage, damaged sidewalk, boulevards and curbs. Work may include the closure of individual lanes or the entire road.",Q1 2025 - Q3 2025,Active,,Transportation Services,"Jessica Orjuela, Engineering and Construction Services",jorjuel@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2025,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.3665810096809,43.6648000780788],[-79.3665330111327,43.6648056856891],[-79.3663490728968,43.6648465249815],[-79.3663342369936,43.664849820127],[-79.3650544654706,43.6651339478541]]}"
208,17445,,2024-10-03,Local Road Rehabilitation,MONOGRAM PL&lt;br&gt; From: [389 m W] ISLINGTON AVE&lt;br&gt; To: [504 m W] ISLINGTON AVE,"Replacement of partial road pavement structure or entire road pavement structure for either partial lane width, full lane width or full road width. This could include the asphalt and underlying support materials. Repair, improvement or replacement of road drainage, damaged sidewalk, boulevards and curbs. Work may include the closure of individual lanes or the entire road.",Q3 2026 - Q4 2026,Active,,Transportation Services,"Christy Manoharan, Engineering and Construction Services",cmanoha@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2026,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.5549610701561,43.703837696326],[-79.5555025161576,43.7037098704109]]}"
209,17521,TS2023-11-436,2025-09-05,Local Road Reconstruction,BALDWIN ST&lt;br&gt; From: KENSINGTON AVE (TO)&lt;br&gt; To: AUGUSTA AVE,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q2 2027 - Q4 2028,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Steven Bertolo, Engineering and Construction Services",sbertol@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2027,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.4007089226048,43.6547691715106],[-79.4015134783601,43.654614691359],[-79.4020351684402,43.6545084150705]]}"
210,17581,,2025-09-10,Local Road Reconstruction,RIPLEY AVE&lt;br&gt; From: [E-W] RIPLEY AVE [LEG]&lt;br&gt; To: ORMSKIRK AVE,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",2027,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,&lt;Null&gt; Transportation Roads State of Good Repair,RoadSOGR@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2027,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.4745930727818,43.6371820456265],[-79.4745961015679,43.6372062159108],[-79.4746219600916,43.6372650825915],[-79.4749660380039,43.6377761731919],[-79.4752688187965,43.6381989808467],[-79.4756074787958,43.6385754715282],[-79.4759083851249,43.6388873368296],[-79.4761854910703,43.639134154202]]}"
211,17654,TS2023-11-436,2025-09-05,Local Road Reconstruction,BALDWIN ST&lt;br&gt; From: [98 m W] SPADINA AVE&lt;br&gt; To: KENSINGTON AVE (TO),"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q2 2027 - Q4 2028,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Steven Bertolo, Engineering and Construction Services",sbertol@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2027,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.4002782277325,43.6548582970667],[-79.4007089226048,43.6547691715106]]}"
212,17781,,2025-10-30,Local Road Reconstruction,[E-W] RIPLEY AVE [LEG]&lt;br&gt; From: SOUTH KINGSWAY&lt;br&gt; To: RIPLEY AVE,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",2027,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,&lt;Null&gt; Transportation Roads State of Good Repair,RoadSOGR@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2027,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.4752735104859,43.6367801192758],[-79.4750956391247,43.6368789671545],[-79.4747420438052,43.6370114124302],[-79.4746954643346,43.6370258151427],[-79.4746477260908,43.6370488949118],[-79.4746018648908,43.6370880704496],[-79.4745885493667,43.63714595808],[-79.4745930727818,43.6371820456265]]}"
213,17910,,2024-08-14,Major Road Rehabilitation,GREENWOOD AVE&lt;br&gt; From: SPRINGDALE BLVD&lt;br&gt; To: QUEENSDALE AVE,"Replacement of partial road pavement structure or entire road pavement structure for either partial lane width, full lane width or full road width. This could include the asphalt and underlying support materials. Repair, improvement or replacement of road drainage, damaged sidewalk, boulevards and curbs. Work may include the closure of individual lanes or the entire road.",Q3 2025 - Q3 2026 (Carry-Over),Active,,Transportation Services,"Promil Sarkar, Engineering and Construction Services",psarkar@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2025,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.3340637582019,43.6854622211506],[-79.3344095530242,43.6862688982361]]}"
214,18012,,2026-02-18,Local Road Reconstruction,BRAESIDE RD&lt;br&gt; From: LANGTON AVE&lt;br&gt; To: [N-S] BRAESIDE RD [BRANCH],"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q2 2026 - Q4 2026,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Osa Ehioghiren, Engineering and Construction Services",oehiogh@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2027,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.3923982481767,43.7305233036032],[-79.391433883014,43.7307240886428],[-79.3913668845037,43.7307261492777],[-79.3913186997697,43.7307197107964]]}"
215,18151,,2025-11-17,Local Road Rehabilitation,WALES AVE&lt;br&gt; From: DENISON AVE&lt;br&gt; To: BELLEVUE AVE,"Replacement of partial road pavement structure or entire road pavement structure for either partial lane width, full lane width or full road width. This could include the asphalt and underlying support materials. Repair, improvement or replacement of road drainage, damaged sidewalk, boulevards and curbs. Work may include the closure of individual lanes or the entire road.",Q2 2027 - Q4 2028,Active,,Transportation Services,"Steven Bertolo, Engineering and Construction Services",sbertol@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2027,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.4026878065616,43.6531114634911],[-79.4029094143391,43.6530886876627]]}"
216,18200,,2026-03-19,Local Road Reconstruction,RIDELLE AVE&lt;br&gt; From: MANITOU BLVD&lt;br&gt; To: LAWNHURST BLVD,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q2 2026 - Q4 2027,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Lucas Da Costa, Engineering and Construction Services",ldacost@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2026,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.4285835861986,43.7067692737433],[-79.4306603358075,43.7063224618657]]}"
217,18225,,2026-04-16,Major Road Reconstruction,DON MILLS RD&lt;br&gt; From: [230m S]OVERLEA BLVD&lt;br&gt; To: OVERLEA BLVD,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q4 2026 - Q4 2028,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Candice Chan, Engineering and Construction Services",cchanb@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2026,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.3337008213934,43.7075795821829],[-79.3337275235195,43.7077431947881],[-79.3337524325715,43.7078723119132],[-79.3337693390237,43.7080020654836],[-79.3337815818777,43.7081401105361],[-79.333801432322,43.7082728027901],[-79.3338195269054,43.7083673712154],[-79.3338403814811,43.708449259962],[-79.3338437356063,43.708506269866],[-79.3338657546189,43.7085794650742],[-79.3339195914619,43.7087862151086],[-79.3339800147647,43.7089625413933],[-79.3340369402652,43.7091384746075],[-79.3341004300905,43.7093369753892],[-79.3342038743859,43.7095852939869],[-79.3343136679024,43.709848466571],[-79.3343949810683,43.7099964508938]]}"
218,18345,,2026-05-21,Local Road Reconstruction,[N] HIGHLAND AVE [BRANCH]&lt;br&gt; From: HIGHLAND GDNS&lt;br&gt; To: [45.70 m E] HIGHLAND GDNS,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",2025 - 2026,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,&lt;Null&gt; Transportation Roads State of Good Repair,RoadSOGR@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2025,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.3815104376598,43.6825957602774],[-79.3814612204582,43.6825914228264],[-79.3814238513746,43.6825685207426],[-79.3813884531792,43.6825456206916],[-79.3813451874666,43.6825184251394],[-79.3812871489872,43.6824940721457],[-79.3812222043771,43.6824754286784],[-79.3811503640601,43.6824603497244],[-79.3810608091521,43.6824335694948]]}"
219,18369,,2026-04-21,Laneway Reconstruction,[44.50 m N] DUNDAS ST W&lt;br&gt; From: [95.40 m E] HURON ST&lt;br&gt; To: HURON ST,"Replacement of the entire laneway pavement structure, including the asphalt, concrete and underlying support materials. Repair, improvement, or replacement of laneway drainage, curbs, and associated areas. Work may include the closure of individual lanes or the entire laneway. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q2 2026 - Q4 2026,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Niloufar Mohajerani, Engineering and Construction Services",nmohaje@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2026,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.3958991824756,43.6539042948101],[-79.3963577279059,43.6538134539269]]}"
220,18577,,2026-04-21,Laneway Reconstruction,[43.70 m S] BALDWIN ST&lt;br&gt; From: HURON ST&lt;br&gt; To: [79.20 m W] HURON ST,"Replacement of the entire laneway pavement structure, including the asphalt, concrete and underlying support materials. Repair, improvement, or replacement of laneway drainage, curbs, and associated areas. Work may include the closure of individual lanes or the entire laneway. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q2 2026 - Q4 2026,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Niloufar Mohajerani, Engineering and Construction Services",nmohaje@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2026,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.3967609641042,43.6547857292458],[-79.397842054292,43.6545627611997]]}"
221,18585,,2021-04-12,Laneway Reconstruction,[33.20 m N] DOUGLAS AVE&lt;br&gt; From: JEDBURGH RD&lt;br&gt; To: GREER RD,"Replacement of the entire laneway pavement structure, including the asphalt, concrete and underlying support materials. Repair, improvement, or replacement of laneway drainage, curbs, and associated areas. Work may include the closure of individual lanes or the entire laneway. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q3 2024 - Q3 2025 (Carry-Over),Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Marfique Ahmed, Engineering and Construction Services",mahmed2@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2024,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.4063354943867,43.7262409379777],[-79.4095119643438,43.725568889742]]}"
222,18646,,2023-05-19,Local Road Reconstruction,AMHERST AVE&lt;br&gt; From: LAUDER AVE&lt;br&gt; To: NORTHCLIFFE BLVD,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q3 2025 - Q4 2028 (Carry-Over),Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Marfique Ahmed, Engineering and Construction Services",mahmed2@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2024,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.4446388111249,43.6907330363232],[-79.44575001914,43.6904886833956]]}"
223,18681,,2023-02-13,Local Road Rehabilitation,CASTLEFIELD AVE&lt;br&gt; From: YONGE ST&lt;br&gt; To: DUPLEX AVE,"Replacement of partial road pavement structure or entire road pavement structure for either partial lane width, full lane width or full road width. This could include the asphalt and underlying support materials. Repair, improvement or replacement of road drainage, damaged sidewalk, boulevards and curbs. Work may include the closure of individual lanes or the entire road.",Q2 2026 - Q4 2026,Active,,Transportation Services,"Osa Ehioghiren, Engineering and Construction Services",oehiogh@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2026,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.3994765803976,43.7118389672036],[-79.3999992653582,43.7117357599221],[-79.4012583548804,43.7114871522528]]}"
224,18739,,2023-05-09,Local Road Rehabilitation,ROSLIN AVE&lt;br&gt; From: RONAN AVE&lt;br&gt; To: [230 m E] RONAN AVE [END],"Replacement of partial road pavement structure or entire road pavement structure for either partial lane width, full lane width or full road width. This could include the asphalt and underlying support materials. Repair, improvement or replacement of road drainage, damaged sidewalk, boulevards and curbs. Work may include the closure of individual lanes or the entire road.",Q2 2026 - Q4 2026,Active,,Transportation Services,"Osa Ehioghiren, Engineering and Construction Services",oehiogh@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2026,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.3956034362273,43.7309998722757],[-79.3930131020009,43.7315380001873],[-79.3928150300386,43.7315878461685],[-79.3927290931782,43.7316280037581]]}"
225,18807,,2023-02-13,Local Road Rehabilitation,BRIDGMAN AVE&lt;br&gt; From: DARTNELL AVE&lt;br&gt; To: [15 m W] DARTNELL AVE,"Replacement of partial road pavement structure or entire road pavement structure for either partial lane width, full lane width or full road width. This could include the asphalt and underlying support materials. Repair, improvement or replacement of road drainage, damaged sidewalk, boulevards and curbs. Work may include the closure of individual lanes or the entire road.",Q3 2026 - Q2 2027,Active,,Transportation Services,"Lucas Da Costa, Engineering and Construction Services",ldacost@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2026,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.4115365763733,43.6750145911824],[-79.4117988856133,43.6749637113763]]}"
226,18837,,2023-02-13,Local Road Rehabilitation,ROSELAWN AVE&lt;br&gt; From: CASTLEWOOD RD&lt;br&gt; To: LATIMER AVE,"Replacement of partial road pavement structure or entire road pavement structure for either partial lane width, full lane width or full road width. This could include the asphalt and underlying support materials. Repair, improvement or replacement of road drainage, damaged sidewalk, boulevards and curbs. Work may include the closure of individual lanes or the entire road.",Q2 2026 - Q4 2026,Active,,Transportation Services,"Osa Ehioghiren, Engineering and Construction Services",oehiogh@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2026,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.4162242647162,43.7073587030923],[-79.4170993159339,43.7071568142802]]}"
227,18872,,2023-02-13,Local Road Rehabilitation,MACPHERSON AVE&lt;br&gt; From: [N] DAVENPORT RD [BRANCH]&lt;br&gt; To: [15.20 m W] DAVENPORT RD,"Replacement of partial road pavement structure or entire road pavement structure for either partial lane width, full lane width or full road width. This could include the asphalt and underlying support materials. Repair, improvement or replacement of road drainage, damaged sidewalk, boulevards and curbs. Work may include the closure of individual lanes or the entire road.",Q3 2026 - Q2 2027,Active,,Transportation Services,"Lucas Da Costa, Engineering and Construction Services",ldacost@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2026,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.4036901216454,43.6766801432083],[-79.4040959554037,43.6765933111377]]}"
228,18955,TS2023-10_11-435,2025-09-05,Local Road Reconstruction,AUGUSTA AVE&lt;br&gt; From: NASSAU ST&lt;br&gt; To: OXFORD ST (TO),"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q2 2027 - Q4 2028,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Steven Bertolo, Engineering and Construction Services",sbertol@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2027,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.4023360050878,43.6552350592144],[-79.40268459094,43.6560924157566]]}"
229,19016,,2023-12-08,Laneway Reconstruction,[27.40 m S] COLLEGE ST (TO)&lt;br&gt; From: BEATRICE ST&lt;br&gt; To: [30.50 m W] BEATRICE ST,"Replacement of the entire laneway pavement structure, including the asphalt, concrete and underlying support materials. Repair, improvement, or replacement of laneway drainage, curbs, and associated areas. Work may include the closure of individual lanes or the entire laneway. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q1 2025 - Q2 2026 (Carry-Over),Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Amran Durrani, Engineering and Construction Services",adurran2@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2024,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.4166022309284,43.6547698076285],[-79.4171087607406,43.6546673031688]]}"
230,19046,,2023-05-19,Local Road Reconstruction,CLOVELLY AVE&lt;br&gt; From: OAKWOOD AVE&lt;br&gt; To: GLENHOLME AVE,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q3 2025 - Q4 2028 (Carry-Over),Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Marfique Ahmed, Engineering and Construction Services",mahmed2@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2024,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.4418148882369,43.694986981084],[-79.4422965109564,43.694883647374],[-79.4443384983444,43.6944456048705]]}"
231,19138,1,2024-03-14,Local Road Reconstruction,BUCKINGHAM AVE&lt;br&gt; From: WANLESS CRES&lt;br&gt; To: MILDENHALL RD,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q4 2027 - Q1 2030,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Harry Persaud, Engineering and Construction Services",hpersau3@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2027,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.3898757853593,43.726695999282],[-79.386156918345,43.7274497588323]]}"
